CODER,SOURCE1,SOURCE2,VERIFIED,NAME,ORG,CORE_ORG,CHILD_ORG/PROJECT,YEAR,POSITION,POSITION_SIMPLE,FIRST_NAME,LAST_NAME,MIDDLE_NAME,HONORIFICS,PREFIX,SUFFIX,EIN,MULTIPLE,UUID,CRP_CODE,CAT1,CAT2,fossil_fuel
KEN,GUIDESTAR,LINKEDIN,YES,LISA BOWEN,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,TRUE,,2018,Chief Financial Officer,MANAGEMENT,LISA,BOWEN,,,,,520140979,FALSE,549a0f13-6e61-4fd7-acd3-650b446edb62,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,LINKEDIN,YES,LISA BRITTON NELSON,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,TRUE,,2018,Chief Executive Officer,MANAGEMENT,LISA,NELSON,BRITTON,,,,520140979,FALSE,e2ec1986-30ec-444e-b2d1-dda2913e8a59,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,LINKEDIN,YES,MICHAEL BOWMAN,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,TRUE,,2018,"Vice President, Policy",MANAGEMENT,MICHAEL,BOWMAN,,,,,520140979,FALSE,b9dc876e-d6b2-4470-b7f5-292b170bef00,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,REPRESENTATIVE DAWN PETTENGILL,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,TRUE,,2018,IA; Director,OTHER,DAWN,PETTENGILL,,REPRESENTATIVE,,,520140979,FALSE,c6778f64-da6f-4ce3-8435-d889fb641fe3,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,REPRESENTATIVE JASON SAINE,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,TRUE,,2018,Board Member/State Chair,"BOARD, OTHER ",JASON,SAINE,,REPRESENTATIVE,,,520140979,FALSE,a3bcdf7a-616e-40a8-bc8c-5d9378bcadad,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,Nexis Uni Zoom People Information,YES,REPRESENTATIVE JOHN PISCOPO,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,TRUE,,2018,Vice Chair,OTHER,JOHN,PISCOPO,,REPRESENTATIVE,,,520140979,FALSE,6d2569df-0b27-46fd-b6ee-73ad476ab32c,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,REPRESENTATIVE PHIL KING,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,TRUE,,2018,Board Member,BOARD,PHIL,KING,,REPRESENTATIVE,,,520140979,FALSE,b923fc07-d69a-4da1-820f-326e53d5f1e0,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,REPRESENTATIVE YVETTE HERRELL,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,TRUE,,2018,NM; Director,OTHER,YVETTE,HERRELL,,REPRESENTATIVE,,,520140979,FALSE,e253f322-ed42-4910-a198-20a262a9af6e,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,SENATOR BRIAN KELSEY,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,TRUE,,2018,Board Member/State Chair,"BOARD, OTHER",BRIAN,KELSEY,,SENATOR,,,520140979,FALSE,df2ec051-189a-4bb6-bcbf-6af0b29c375e,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,SENATOR WAYNE NIEDERHAUSER,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,TRUE,,2018,Vice Chair,BOARD,WAYNE,NIEDERHAUSER,,SENATOR,,,520140979,FALSE,aea08401-b4be-4494-ac6a-5afca5842203,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,LINKEDIN,YES,WILHELM MEIERLING,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,TRUE,,2018,"Chief Marketing Officer/Executive Vice President, External Relations and Strategic Partnerships",MANAGEMENT,WILHELM,MEIERLING,,,,,520140979,FALSE,83a1635b-3c26-4836-9895-22d391c83eae,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,BONNER R COHEN,AMERICAN POLICY CENTER,TRUE,,2018,Board Member,BOARD,BONNER,COHEN,R,,,,521645354,FALSE,d3df419e-c2a9-4033-b909-228b8326ca67,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,JOHN MERIDETH,AMERICAN POLICY CENTER,TRUE,,2018,Board Member,BOARD,JOHN,MERIDETH,,,,,521645354,FALSE,60962118-ef38-456f-a193-002725af046f,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,KATHLEEN MARQUARDT,AMERICAN POLICY CENTER,TRUE,,2018,Vice President,BOARD ,KATHLEEN,MARQUARDT,,,,,521645354,FALSE,cd3d5449-8c0b-42bc-8e23-cd2ef05c8313,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,Nexis Uni Zoom People Information,YES,THOMAS A DEWEESE,AMERICAN POLICY CENTER,TRUE,,2018,President,BOARD,THOMAS,DEWEESE,A,,,,521645354,FALSE,79192b70-0275-4468-bea3-81a1eaa4b4ef,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,ORG WEBSITE,YES,SEAN FIELER,AMERICAN PRINCIPLES PROJECT,FALSE,,2018,Chair,BOARD,SEAN,FIELER,,,,,132912529,FALSE,e7b93333-5334-499d-8b16-49e4ea7e1390,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN ,ORG WEBSITE,Nexis Uni Zoom People Information,YES,DANIEL B HALES,AMERICANS FOR EFFECTIVE LAW ENFORCEMENT,FALSE,,2018,Board Member,BOARD,DANIEL,HALES,B,,,,363309812,FALSE,5b99214a-e4e9-4379-a5bb-677453756605,X4000,NON-PROFITS,OTHER,FALSE
KEN ,GUIDESTAR,Dun & Bradstreet for Professional Contacts,YES,FRAYDA LEVIN,AMERICANS FOR PROSPERITY,TRUE,,2018,Chair,BOARD,FRAYDA,LEVIN,,,,,753148958,FALSE,4b4ad6f5-9284-4cc2-8d29-48e728e3b5de,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN ,LINKEDIN,,YES,FRAYDA LEVY,AMERICANS FOR PROSPERITY,TRUE,,2018,Chair,BOARD,FRAYDA,LEVY,,,,,753148958,FALSE,4b4ad6f5-9284-4cc2-8d29-48e728e3b5de,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN ,GUIDESTAR,ORG WEBSITE,YES,JAMES C MILLER III,AMERICANS FOR PROSPERITY,TRUE,,2018,Director,BOARD,JAMES,MILLER,C,,,III,753148958,FALSE,fa3239e2-f76a-4a90-babf-56368b6653d1,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN ,GUIDESTAR,CORE ORG WEBSITE,YES,JAMES DAVIS,AMERICANS FOR PROSPERITY,TRUE,,2018,Board Member,BOARD ,JAMES,DAVIS,,,,,753148958,TRUE,08a7b3a7-a7b3-43cc-9474-6b1324e13a42,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN ,GUIDESTAR,CORE ORG WEBSITE,YES,JAMES E STEPHENSON,AMERICANS FOR PROSPERITY,TRUE,,2018,Board Member,BOARD,JAMES,STEPHENSON,E,,,,753148958,FALSE,7f4889b1-1e47-470e-842c-c1aab63c1a11,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,,YES,JOSH FISHER,AMERICANS FOR PROSPERITY,TRUE,,2018,Treasurer (part year),BOARD,JOSH,FISHER,,,,,753148958,FALSE,b9f58d53-76ad-4a0f-ae67-c72922730023,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,NANCY M PFOTENHAUER,AMERICANS FOR PROSPERITY,TRUE,,2018,Board Member,BOARD,NANCY,PFOTENHAUER,M,,,,753148958,TRUE,5372e9b3-1e68-4d41-967b-c43430d1cec9,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,,YES,ROBERT HEATON,AMERICANS FOR PROSPERITY,TRUE,,2018,Treasurer (part year),BOARD,ROBERT,HEATON,,,,,753148958,FALSE,dbb6e4c4-093b-4a33-92ec-2800073c21ff,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN ,GUIDESTAR,Nexis Uni Zoom People Information,YES,TIM PHILLIPS,AMERICANS FOR PROSPERITY,TRUE,,2018,President,BOARD,TIM,PHILLIPS,,,,,753148958,FALSE,bf5b416f-64d4-45b5-9f3f-05ed6b16545f,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,LINKEDIN,YES,MEGAN WORLEY,AMERICANS FOR TAX REFORM,TRUE,,2018,"Vice President, Finance",MANAGEMENT,MEGAN,WORLEY,,,,,521403587,FALSE,0c05bf1f-fe21-488b-b77d-35628ada6199,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,,YES,PETER BALKIN,AMERICANS FOR TAX REFORM,TRUE,,2018,Vice President,BOARD,PETER,BALKIN,,,,,521403587,FALSE,2fc4819f-9242-4c7c-8208-e6f0e80b7bff,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,ORG WEBSITE,CORE ORG WEBSITE,YES,SHINYA KATANOZAKA,ANA HOLDINGS INC,FALSE,,2018,President/Chief Executive Officer,"BOARD, MANAGEMENT",SHINYA,KATANOZAKA,,,,,131945157,FALSE,cc5fdb3a-4c6d-49a0-abf9-a63e883b07fc,T1600,AVIATION SERVICES & AIRPORTS,TRANSPORTATION,FALSE
KEN,Nexis Uni Zoom People Information,ORG WEBSITE,YES,PETER P COPSES,APOLLO MANAGEMENT LP,FALSE,,2018,Founding Senior Partner,"BOARD, MANAGEMENT",PETER,COPSES,P,,,,953298239,FALSE,cf00fefd-1bea-4edd-a0d8-889de9defa96,F2600,PRIVATE EQUITY & INVESTMENT FIRMS,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
KEN,LINKEDIN,,YES,RYAN ALEXANDER,APPALACHIAN MOUNTAIN ADVOCATES,FALSE,,2018,Board Chair/Founder,BOARD,RYAN,ALEXANDER,,,,,263477125,FALSE,72449deb-78d7-4bd2-baf3-6568f4ffc9c9,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,CORE ORG WEBSITE,ORG WEBSITE,YES,BARB VAN ANDEL-GABY,ARETE SCHOLARS,FALSE,,2018,Advisor,OTHER,BARB,VAN ANDEL-GABY,,,,,411275875,FALSE,82c39b53-03e1-43e8-b1a8-7d972c456465,X4110,PHILANTHROPISTS,OTHER,FALSE
KEN,LINKEDIN,ORG WEBSITE,YES,JOE S YORK,"AT&T, FLORIDA & CARIBBEAN",FALSE,,2018,President ,BOARD,JOE,YORK,S,,,,592811908,FALSE,fac55ea0-bd22-4b47-90db-1b0f1421a9fd,C4000,TELECOMMUNICATIONS,COMMUNICATIONS/ELECTRONICS,FALSE
KEN,ORG WEBSITE,GUIDESTAR,YES,C BOYDEN GRAY,ATLANTIC COUNCIL,FALSE,,2018,Vice Chair,BOARD,C,GRAY,BOYDEN,,,,363235550,TRUE,e07cc107-5bf4-4385-b72a-8d37b1ae17f2,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN ,GUIDESTAR,ORG WEBSITE,YES,BARON BOND,ATLAS SOCIETY,FALSE,,2018,Trustee,BOARD,BARON,BOND,,,,,133554791,TRUE,9079f8c9-9aaf-4263-bd32-8554fba0bcde,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN ,GUIDESTAR,Nexis Uni Zoom People Information,YES,JIM CARUSO,ATLAS SOCIETY,FALSE,,2018,Trustee,BOARD,JIM,CARUSO,,,,,133554791,TRUE,bf5b416f-64d4-45b5-9f3f-05ed6b16545f,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,ORG WEBSITE,CORE ORG WEBSITE,YES,EMMANUEL G FOURNARIS,ATTORNEYS FOR FAMILY-HELD ENTERPRISES,FALSE,,2018,Treasurer,BOARD,EMMANUEL,FOURNARIS,G,,,,262176691,FALSE,cd1184cf-aa80-4c78-892d-249cf92a2711,K1000,ATTORNEYS & LAW FIRMS,LAWYERS & LOBBYISTS,FALSE
KEN,LINKEDIN,,YES,ROBERT MCCLURE,AUBURN UNIVERSITY PARENTS ASSOCIATION,FALSE,,2018,Board Member,BOARD,ROBERT,MCCLURE,,,,,592811908,FALSE,f542a4ef-c0c9-487c-9151-e3fcbadbf5c0,X4000,NON-PROFITS,OTHER,FALSE
KEN,GUIDESTAR,PERSONAL WEBSITE,YES,CARL BARNEY,AYN RAND INSTITUTE,FALSE,,2018,Board Member,BOARD,CARL,BARNEY,,,,,222570926,TRUE,9ff1b9d0-0e32-47e1-be55-27a237fda676,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,ORG WEBSITE,YES,JOHN A ALLISON IV ,AYN RAND INSTITUTE,FALSE,,2018,Board Member,BOARD,JOHN,ALLISON,A,,,IV,222570926,TRUE,54314984-f7de-4bc2-baa8-e1609ada9bac,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,Nexis Uni Zoom People Information,ORG WEBSITE,YES,JOHN G MALCOLM,BARBER FAMILY FOUNDATION,FALSE,,2018,Board Member,BOARD,JOHN,MALCOLM,G,,,,411275875,FALSE,61d81f51-4915-49df-96b1-b5ef93890a29,X4100,NON-PROFIT FOUNDATIONS,OTHER,FALSE
KEN ,GUIDESTAR,LINKEDIN,YES,JEFFREY B MADDEN,BARTLEY J MADDEN FOUNDATION,FALSE,,2018,Board Member,BOARD,JEFFREY,MADDEN,B,,,,363309812,FALSE,489ac6c3-f0ce-4fe6-a71c-0c221d471d4a,X4100,NON-PROFIT FOUNDATIONS,OTHER,FALSE
KEN,ORG WEBSITE,Nexis Uni Zoom People Information,YES,JAN L BRESLOW MD,BENJAMIN RUSH INSTITUTE,FALSE,,2018,Board Member,BOARD,JAN,BRESLOW,L,MD,,,473722575,FALSE,fb332cff-e295-454d-a54a-8b733942e3aa,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,ORG WEBSITE,CORE ORG WEBSITE,YES,GLEN T BLAUCH,BLAUCH AND ASSOCIATES,FALSE,,2018,President/CEO ,"BOARD, MANAGEMENT",GLEN,BLAUCH,T,,,,592811908,FALSE,52193cb4-df0a-468f-a019-3c3a98360a72,F5000,FINANCIAL SERVICES & CONSULTING,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
KEN,LINKEDIN,,YES,NEIL PATEL,BLUEBIRD ASSET MANAGEMENT,FALSE,,2018,Founder/Managing Director,"BOARD, MANAGEMENT",NEIL,PATEL,,,,,452922471,FALSE,c298feda-523b-4c0e-8c6e-ca1a6ce7c616,F4700,OTHER REAL ESTATE SERVICES,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
KEN,GUIDESTAR,ORG WEBSITE,YES,RUSSELL P PENNOYER,BODMAN FOUNDATIONS,FALSE,,2018,President,BOARD,RUSSELL,PENNOYER,P,,,,136022018,TRUE,96c35a1c-f0bc-4025-bddc-599275fb3a05,X4100,NON-PROFIT FOUNDATIONS,OTHER,FALSE
KEN,ORG WEBSITE,CORE ORG WEBSITE,YES,JF BRYAN IV,BOK TOWER GARDENS,FALSE,,2018,Board Member,BOARD,JF,BRYAN,,,,IV,592811908,FALSE,a2012bde-9fbd-4167-adcd-885e05d8d2d5,A8000,FLORIST & NURSERY SERVICES,AGRIBUSINESS,FALSE
KEN,ORG WEBSITE,CORE ORG WEBSITE,YES,GARY S LAWSON,BOSTON UNIVERSITY,FALSE,,2018,Professor,OTHER,GARY,LAWSON,S,,,,363235550,FALSE,85e7e88d-4988-4a0b-a257-883c9ca2513e,H5100,SCHOOLS & COLLEGES,OTHER,FALSE
KEN,ORG WEBSITE,GUIDESTAR,YES,C BOYDEN GRAY,BOYDEN GRAY & ASSOCIATES,FALSE,,2018,Founding Partner,"BOARD, MANAGEMENT",C,GRAY,BOYDEN,,,,363235550,TRUE,e07cc107-5bf4-4385-b72a-8d37b1ae17f2,K0000,LEGAL SERVICES,LAWYERS & LOBBYISTS,FALSE
KEN,Nexis Uni Zoom People Information,ORG WEBSITE,YES,JOHN G MALCOLM,BOYS TOWN WASHINGTON DC,FALSE,,2018,Board Member,BOARD,JOHN,MALCOLM,G,,,,411275875,FALSE,61d81f51-4915-49df-96b1-b5ef93890a29,H0000,"HEALTH, EDUCATION & HUMAN RESOURCES",HEALTH,FALSE
KEN,ORG WEBSITE,Nexis Uni Zoom People Information,YES,TIMOTHY G DALTON JR,BRAVO VAIL MUSIC FESTIVAL,FALSE,,2018,Advisory Council Member,OTHER,TIMOTHY,DALTON,G,,,JR,132912529,FALSE,98373d55-f5b4-4d77-b3bb-98dc23ce56b7,C2800,"BANDS, ORCHESTRAS & OTHER LIVE MUSIC PRODUCTION",COMMUNICATIONS/ELECTRONICS,FALSE
KEN,Nexis Uni Zoom People Information,ORG WEBSITE,YES,T KENNETH CRIBB JR,BREVARD MUSIC CENTER,FALSE,,2018,Trustee,BOARD,T,CRIBB,KENNETH,,,JR,363235550,TRUE,393194fa-5d16-4a7f-8820-73b102e59181,C2800,"BANDS, ORCHESTRAS & OTHER LIVE MUSIC PRODUCTION",COMMUNICATIONS/ELECTRONICS,FALSE
KEN,ORG WEBSITE,CORE ORG WEBSITE,YES,RUSSELL P PENNOYER,BRITTANY CAPITAL,FALSE,,2018,Senior Advisor,OTHER,RUSSELL,PENNOYER,P,,,,131945157,TRUE,0f1dd896-99cf-4da5-8fb3-7d645dff4c4c,F5000,FINANCIAL SERVICES & CONSULTING,"FINANCE, INSURANCE & REAL ESTATE",FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,EMMANUEL G FOURNARIS,CAESAR RODNEY INSTITUTE,TRUE,,2018,Board Member,BOARD,EMMANUEL,FOURNARIS,G,,,,262176691,FALSE,cd1184cf-aa80-4c78-892d-249cf92a2711,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,ERIC LEVINSON,CAESAR RODNEY INSTITUTE,TRUE,,2018,Board Member,BOARD,ERIC,LEVINSON,,,,,262176691,FALSE,b01bff6c-95a9-4c51-9f9c-57b4a382b7e4,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,MICHAEL C MAIBACH,CAESAR RODNEY INSTITUTE,TRUE,,2018,Advisory Council Member,OTHER,MICHAEL,MAIBACH,C,,,,262176691,FALSE,29ef45e1-f20e-4614-a33d-cf5bfd5c4327,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,LINKEDIN,YES,ROBERT PRYBUTOK,CAESAR RODNEY INSTITUTE,TRUE,,2018,Vice Chair,BOARD,ROBERT,PRYBUTOK,,,,,262176691,FALSE,e165217d-ca4a-4861-8f32-6ac332aef593,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,LINKEDIN,,YES,TRENT SEBITS,CAPITAL7,FALSE,,2018,Partner,BOARD,TRENT,SEBITS,,,,,760149778,FALSE,14a058e2-7185-42e8-be15-85f4a418e31d,F2600,PRIVATE EQUITY & INVESTMENT FIRMS,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
KEN ,ORG WEBSITE,ORG WEBSITE,YES,JEFFREY B MADDEN,CARA COLLECTIVE,FALSE,,2018,Board Member,BOARD,JEFFREY,MADDEN,B,,,,363309812,FALSE,489ac6c3-f0ce-4fe6-a71c-0c221d471d4a,X4000,NON-PROFITS,OTHER,FALSE
KEN ,GUIDESTAR,CORE ORG WEBSITE,YES,BARON BOND,CATO INSTITUTE,TRUE,,2018,Board Member,BOARD,BARON,BOND,,,,,237432162,TRUE,3c2bf8c3-ee68-481f-8139-7070fe9f8b3b,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,PERSONAL WEBSITE,YES,CARL BARNEY,CATO INSTITUTE,TRUE,,2018,Board Member,BOARD,CARL,BARNEY,,,,,237432162,TRUE,9ff1b9d0-0e32-47e1-be55-27a237fda676,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,ORG WEBSITE,YES,JOHN A ALLISON IV,CATO INSTITUTE,TRUE,,2018,Board Member,BOARD,JOHN,ALLISON,A,,,IV,237432162,TRUE,54314984-f7de-4bc2-baa8-e1609ada9bac,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,ORG WEBSITE,YES,NANCY M PFOTENHAUER,CATO INSTITUTE,TRUE,,2018,Board Member,BOARD,NANCY,PFOTENHAUER,M,,,,237432162,TRUE,5372e9b3-1e68-4d41-967b-c43430d1cec9,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,LINKEDIN,,YES,JULIAN MORRIS,CAYMAN FINANCIAL REVIEW,FALSE,,2018,Editorial Board Member,BOARD,JULIAN,MORRIS,,,,,953298239,FALSE,f2b4a959-85c2-4f83-98b5-8fab769ce8d4,C1000,PRINTING AND PUBLISHING (PRINTED & ONLINE),COMMUNICATIONS/ELECTRONICS,FALSE
KEN,LINKEDIN,,YES,ELIZABETH FRAZEE,CENTER FOR DEMOCRACY AND TECHNOLOGY,FALSE,,2018,Advisory Council Member,BOARD,ELIZABETH,FRAZEE,,,,,263477125,FALSE,57965b6a-7a08-474a-a991-06e932063484,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,ORG WEBSITE,ORG WEBSITE,YES,RYAN CALO,CENTER FOR DEMOCRACY AND TECHNOLOGY,FALSE,,2018,Advisory Council Member,OTHER,RYAN,CALO,,,,,263477125,FALSE,f0886955-30b3-4704-8804-123e20ed5e72,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,ORG WEBSITE,PERSONAL WEBSITE,YES,CARL BARNEY,CENTER FOR EXCELLENCE IN HIGHER EDUCATION,FALSE,,2018,Chair Emeritus,BOARD,CARL,BARNEY,,,,,222570926,TRUE,9ff1b9d0-0e32-47e1-be55-27a237fda676,X4000,NON-PROFITS,OTHER,FALSE
KEN,GUIDESTAR,,YES,M ANNE IDSO,CENTER FOR THE STUDY OF CARBON DIOXIDE AND GLOBAL CHANGE,TRUE,,2018,Secretary,BOARD,M,IDSO,ANNE,,,,860902777,FALSE,cb79abef-7103-4b4a-b63c-3f8e1ce84378,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,CORE ORG WEBSITE,YES,SHERWOOD B IDSO,CENTER FOR THE STUDY OF CARBON DIOXIDE AND GLOBAL CHANGE,TRUE,,2018,President,BOARD,SHERWOOD,IDSO,B,,,,860902777,FALSE,99611676-aa4a-477f-8d0c-26e95b3aa3a5,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,ORG WEBSITE,YES,SHERWOOD B IDSO,COMMITTEE FOR A CONSTRUCTIVE TOMORROW,FALSE,,2018,Advisory Board Member,BOARD,SHERWOOD,IDSO,B,,,,860902777,FALSE,99611676-aa4a-477f-8d0c-26e95b3aa3a5,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
KEN,GUIDESTAR,,YES,KEITH IDSO,CENTER FOR THE STUDY OF CARBON DIOXIDE AND GLOBAL CHANGE,TRUE,,2018,Vice President,BOARD,KEITH,IDSO,,,,,860902777,FALSE,c40fa8e4-4e32-48ae-a583-cde9e3ea1637,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
