GRANTMAKER,RECIPIENT,YEAR,GRANTMAKER_PERSON,RECIPIENT_PERSON,Correct,combo,duplicate
"WILLIAM E. SIMON FOUNDATION, INC.",AMERICAN SPECTATOR FOUNDATION,2010,JAMES  PIERESON,JAMES  PIERESON,True,"WILLIAM E. SIMON FOUNDATION, INC.AMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON",True
MERCER FAMILY FOUNDATION,MEDIA RESEARCH CENTER,2010,REBEKAH  MERCER,REBEKAH  MERCER,True,MERCER FAMILY FOUNDATIONMEDIA RESEARCH CENTERREBEKAH  MERCERREBEKAH  MERCER,False
HERRICK FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,2010,KENT B HERRICK,KENT B HERRICK,True,HERRICK FOUNDATIONMACKINAC CENTER FOR PUBLIC POLICYKENT B HERRICKKENT B HERRICK,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2010,EMILIO J PACHECO,EMILIO J PACHECO,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDEMILIO J PACHECOEMILIO J PACHECO,True
DONORS TRUST & DONORS CAPITAL FUND,STATE POLICY NETWORK,2010,WHITNEY L BALL,WHITNEY L BALL,True,DONORS TRUST & DONORS CAPITAL FUNDSTATE POLICY NETWORKWHITNEY L BALLWHITNEY L BALL,True
J. P. HUMPHREYS FOUNDATION,AMERICANS FOR PROSPERITY,2010,DEBRA G HUMPHREYS,DEBRA GAIL HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONAMERICANS FOR PROSPERITYDEBRA G HUMPHREYSDEBRA GAIL HUMPHREYS,True
E. L. CRAIG FOUNDATION,AMERICANS FOR PROSPERITY,2010,DEBRA G HUMPHREYS,DEBRA GAIL HUMPHREYS,True,E. L. CRAIG FOUNDATIONAMERICANS FOR PROSPERITYDEBRA G HUMPHREYSDEBRA GAIL HUMPHREYS,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2010,CHRIS L TALLEY,CHRIS L TALLEY,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDCHRIS L TALLEYCHRIS L TALLEY,True
SCAIFE FAMILY FOUNDATIONS,ALLEGHENY INSTITUTE FOR PUBLIC POLICY,2010,JAMES C RODDEY,JAMES C RODDEY,True,SCAIFE FAMILY FOUNDATIONSALLEGHENY INSTITUTE FOR PUBLIC POLICYJAMES C RODDEYJAMES C RODDEY,True
JAQUELIN HUME FOUNDATION,STATE POLICY NETWORK,2010,GISELE  HUFF,GISELE  HUFF,True,JAQUELIN HUME FOUNDATIONSTATE POLICY NETWORKGISELE  HUFFGISELE  HUFF,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2010,JO ANNE W SHEPLER,JO ANNE W SHEPLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDJO ANNE W SHEPLERJO ANNE W SHEPLER,True
JOHN TEMPLETON FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,2011,MICHAEL  MURRAY,MICHAEL  MURRAY,True,JOHN TEMPLETON FOUNDATIONJOSIAH BARTLETT CENTER FOR PUBLIC POLICYMICHAEL  MURRAYMICHAEL  MURRAY,False
ROE FOUNDATION The,SOUTH CAROLINA POLICY COUNCIL,2011,THOMAS L WILLCOX,THOMAS L WILLCOX,True,ROE FOUNDATION TheSOUTH CAROLINA POLICY COUNCILTHOMAS L WILLCOXTHOMAS L WILLCOX,True
ROE FOUNDATION The,STATE POLICY NETWORK,2011,THOMAS L WILLCOX,THOMAS L WILLCOX,True,ROE FOUNDATION TheSTATE POLICY NETWORKTHOMAS L WILLCOXTHOMAS L WILLCOX,True
ROE FOUNDATION The,SOUTH CAROLINA POLICY COUNCIL,2011,THOMAS L WILLCOX,THOMAS  WILLCOX,True,ROE FOUNDATION TheSOUTH CAROLINA POLICY COUNCILTHOMAS L WILLCOXTHOMAS  WILLCOX,True
ROE FOUNDATION The,STATE POLICY NETWORK,2011,THOMAS L WILLCOX,THOMAS  WILLCOX,True,ROE FOUNDATION TheSTATE POLICY NETWORKTHOMAS L WILLCOXTHOMAS  WILLCOX,True
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",WASHINGTON LEGAL FOUNDATION,2011,CONSTANCE C LARCHER,CONSTANCE C LARCHER,True,"U.S. JUSTICE CHARITABLE FOUNDATION, INC.WASHINGTON LEGAL FOUNDATIONCONSTANCE C LARCHERCONSTANCE C LARCHER",True
DONORS TRUST & DONORS CAPITAL FUND,HERITAGE FOUNDATION,2011,JOHN VON KANNON,JOHN VON KANNON,True,DONORS TRUST & DONORS CAPITAL FUNDHERITAGE FOUNDATIONJOHN VON KANNONJOHN VON KANNON,True
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR RESEARCH ON ECONOMICS AND THE ENVIRONMENT,2011,JOHN VON KANNON,JOHN VON KANNON,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR RESEARCH ON ECONOMICS AND THE ENVIRONMENTJOHN VON KANNONJOHN VON KANNON,True
SCAIFE FAMILY FOUNDATIONS,HERITAGE FOUNDATION,2011,RICHARD M SCAIFE,RICHARD M SCAIFE,True,SCAIFE FAMILY FOUNDATIONSHERITAGE FOUNDATIONRICHARD M SCAIFERICHARD M SCAIFE,True
DUNN FOUNDATION THE,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THEPROPERTY AND ENVIRONMENT RESEARCH CENTERWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,FOUNDATION FOR ECONOMIC EDUCATION,2011,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THEFOUNDATION FOR ECONOMIC EDUCATIONWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,CATO INSTITUTE,2011,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THECATO INSTITUTEWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,COMPETITIVE ENTERPRISE INSTITUTE,2011,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THECOMPETITIVE ENTERPRISE INSTITUTEWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THEPROPERTY AND ENVIRONMENT RESEARCH CENTERWILLIAM A DUNNWILLIAM A DUNN,True
DUNN FOUNDATION THE,JAMES MADISON INSTITUTE,2011,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THEJAMES MADISON INSTITUTEWILLIAM A DUNNWILLIAM A DUNN,True
DUNN FOUNDATION THE,COMPETITIVE ENTERPRISE INSTITUTE,2011,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THECOMPETITIVE ENTERPRISE INSTITUTEWILLIAM A DUNNWILLIAM A DUNN,True
DUNN FOUNDATION THE,REASON FOUNDATION THE,2011,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THEREASON FOUNDATION THEWILLIAM A DUNNWILLIAM A DUNN,True
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR ECONOMIC EDUCATION,2011,KRIS ALAN MAUREN,KRIS ALAN MAUREN,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR ECONOMIC EDUCATIONKRIS ALAN MAURENKRIS ALAN MAUREN,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS,True
DONORS TRUST & DONORS CAPITAL FUND,INDEPENDENT WOMEN'S FORUM,2011,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS,True
SEARLE FREEDOM TRUST,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,SEARLE FREEDOM TRUSTPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS,True
SEARLE FREEDOM TRUST,INDEPENDENT WOMEN'S FORUM,2011,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,SEARLE FREEDOM TRUSTINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS,True
"BRADY EDUCATION FOUNDATION, INC.",PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.PROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS",True
"BRADY EDUCATION FOUNDATION, INC.",INDEPENDENT WOMEN'S FORUM,2011,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.INDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS",True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2011,RICHARD H FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD H FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2011,RICHARD H FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD H FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2011,RICHARD H FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD H FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2011,RICHARD H FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD H FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2011,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2011,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2011,RICHARD  FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD  FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2011,RICHARD  FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD  FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2011,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYCHARLES G KOCHCHARLES G KOCH,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2011,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYCHARLES G KOCHCHARLES G KOCH,True
J. P. HUMPHREYS FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2011,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2011,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2011,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2011,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2011,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2011,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
CHASE FOUNDATION OF VIRGINIA,STATE POLICY NETWORK,2011,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIASTATE POLICY NETWORKDERWOOD S CHASEDERWOOD S CHASE,True
CHASE FOUNDATION OF VIRGINIA,REASON FOUNDATION THE,2011,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIAREASON FOUNDATION THEDERWOOD S CHASEDERWOOD S CHASE,True
ROE FOUNDATION The,AMERICA'S FUTURE FOUNDATION,2011,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheAMERICA'S FUTURE FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,COMMONWEALTH FOUNDATION,2011,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheCOMMONWEALTH FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,STATE POLICY NETWORK,2011,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheSTATE POLICY NETWORKCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,FOUNDATION FOR ECONOMIC EDUCATION,2011,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheFOUNDATION FOR ECONOMIC EDUCATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,AMERICA'S FUTURE FOUNDATION,2011,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONAMERICA'S FUTURE FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,COMMONWEALTH FOUNDATION,2011,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONCOMMONWEALTH FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,STATE POLICY NETWORK,2011,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONSTATE POLICY NETWORKCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2011,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONCARL O HELSTROMCARL  HELSTROM,True
WILLIAM H. DONNER FOUNDATION The,ATLAS NETWORK,2011,HON CURTIN WINSOR,HON CURTIN WINSOR,True,WILLIAM H. DONNER FOUNDATION TheATLAS NETWORKHON CURTIN WINSORHON CURTIN WINSOR,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2011,T ALAN RUSSELL,T ALAN RUSSELL,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDT ALAN RUSSELLT ALAN RUSSELL,True
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,RIO GRANDE FOUNDATION,2011,ELIZABETH  KANE,ELIZABETH  KEEN,True,JOHN D. AND CATHERINE T. MACARTHUR FOUNDATIONRIO GRANDE FOUNDATIONELIZABETH  KANEELIZABETH  KEEN,True
CHASE FOUNDATION OF VIRGINIA,ATLAS NETWORK,2011,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAATLAS NETWORKALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
CHASE FOUNDATION OF VIRGINIA,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2011,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2011,SANDRA J SCHALLER,SANDRA J SCHALLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDSANDRA J SCHALLERSANDRA J SCHALLER,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2011,MARY LG THEROUX,MARY L  G THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEMARY LG THEROUXMARY L  G THEROUX,True
MALONE FAMILY FOUNDATION The,CATO INSTITUTE,2011,JOHN C MALONE,JOHN C MALONE,True,MALONE FAMILY FOUNDATION TheCATO INSTITUTEJOHN C MALONEJOHN C MALONE,True
"COVENANT FOUNDATION, INC.",TEXAS PUBLIC POLICY FOUNDATION,2011,JAMES R LEININGER,JAMES R LEININGER,True,"COVENANT FOUNDATION, INC.TEXAS PUBLIC POLICY FOUNDATIONJAMES R LEININGERJAMES R LEININGER",True
SCAIFE FAMILY FOUNDATIONS,YOUNG AMERICA'S FOUNDATION,2011,T KENNETH CRIBB,T KENNETH CRIBB,True,SCAIFE FAMILY FOUNDATIONSYOUNG AMERICA'S FOUNDATIONT KENNETH CRIBBT KENNETH CRIBB,True
SCAIFE FAMILY FOUNDATIONS,FEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY STUDIES,2011,T KENNETH CRIBB,T KENNETH CRIBB,True,SCAIFE FAMILY FOUNDATIONSFEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY STUDIEST KENNETH CRIBBT KENNETH CRIBB,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2011,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2011,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2011,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,SHOW-ME INSTITUTE,2011,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONSHOW-ME INSTITUTEETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2011,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
E. L. CRAIG FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2011,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,E. L. CRAIG FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
E. L. CRAIG FOUNDATION,SHOW-ME INSTITUTE,2011,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,E. L. CRAIG FOUNDATIONSHOW-ME INSTITUTEETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2011,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2011,DAVID  THEROUX,DAVID J THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEDAVID  THEROUXDAVID J THEROUX,True
WILLIAM H. DONNER FOUNDATION The,NATIONAL TAXPAYERS UNION,2011,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheNATIONAL TAXPAYERS UNIONCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,NATIONAL TAXPAYERS UNION FOUNDATION,2011,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheNATIONAL TAXPAYERS UNION FOUNDATIONCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,MEDIA RESEARCH CENTER,2011,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheMEDIA RESEARCH CENTERCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,HUDSON INSTITUTE,2011,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheHUDSON INSTITUTECURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,ATLAS NETWORK,2011,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheATLAS NETWORKCURTIN  WINSORCURTIN  WINSOR,True
SUSQUEHANNA FOUNDATION,CATO INSTITUTE,2011,JEFFREY  YASS,JEFFREY  YASS,True,SUSQUEHANNA FOUNDATIONCATO INSTITUTEJEFFREY  YASSJEFFREY  YASS,True
SEARLE FREEDOM TRUST,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2011,CHRISTOPHER C DEMUTH,CHRISTOPHER  DEMUTH,True,SEARLE FREEDOM TRUSTAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHCHRISTOPHER C DEMUTHCHRISTOPHER  DEMUTH,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERADAM  MEYERSONADAM  MEYERSON,True
DONORS TRUST & DONORS CAPITAL FUND,HERITAGE FOUNDATION,2011,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDHERITAGE FOUNDATIONADAM  MEYERSONADAM  MEYERSON,True
DONORS TRUST & DONORS CAPITAL FUND,STATE POLICY NETWORK,2011,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDSTATE POLICY NETWORKADAM  MEYERSONADAM  MEYERSON,True
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",WASHINGTON LEGAL FOUNDATION,2011,JOHN W POPEO,JOHN W POPEO,True,"U.S. JUSTICE CHARITABLE FOUNDATION, INC.WASHINGTON LEGAL FOUNDATIONJOHN W POPEOJOHN W POPEO",True
DONORS TRUST & DONORS CAPITAL FUND,INSTITUTE FOR ENERGY RESEARCH,2011,STEVEN  HAYWARD,STEVEN  HAYWARD,True,DONORS TRUST & DONORS CAPITAL FUNDINSTITUTE FOR ENERGY RESEARCHSTEVEN  HAYWARDSTEVEN  HAYWARD,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,STEVEN  HAYWARD,STEVEN  HAYWARD,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERSTEVEN  HAYWARDSTEVEN  HAYWARD,True
TULLY AND ELISE FRIEDMAN FUND,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2011,TULLY  FRIEDMAN,TULLY  FRIEDMAN,True,TULLY AND ELISE FRIEDMAN FUNDAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHTULLY  FRIEDMANTULLY  FRIEDMAN,False
ROE FOUNDATION The,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,BYRON S LAMM,BYRON  LAMM,True,ROE FOUNDATION ThePROPERTY AND ENVIRONMENT RESEARCH CENTERBYRON S LAMMBYRON  LAMM,False
ROE FOUNDATION The,INDIANA POLICY REVIEW FOUNDATION,2011,BYRON S LAMM,BYRON  LAMM,True,ROE FOUNDATION TheINDIANA POLICY REVIEW FOUNDATIONBYRON S LAMMBYRON  LAMM,False
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2011,RICHARD W DUESENBERG,RICHARD W DUESENBERG,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDRICHARD W DUESENBERGRICHARD W DUESENBERG,True
PIERRE F. AND ENID GOODRICH FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2011,MANUEL F AYAU,MANUEL F AYAU,True,PIERRE F. AND ENID GOODRICH FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONMANUEL F AYAUMANUEL F AYAU,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2011,MANUEL F AYAU,MANUEL F AYAU,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDMANUEL F AYAUMANUEL F AYAU,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,WILLIAM H MELLOR,WILLIAM H MELLOR,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERWILLIAM H MELLORWILLIAM H MELLOR,True
SEARLE FREEDOM TRUST,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,WILLIAM H MELLOR,WILLIAM H MELLOR,True,SEARLE FREEDOM TRUSTPROPERTY AND ENVIRONMENT RESEARCH CENTERWILLIAM H MELLORWILLIAM H MELLOR,True
